,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
2119,61146,MDA,Asia-Pacific Group,RBAP,2013,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",6553921,5981618,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2120,74153,MDA,Asia-Pacific Group,RBAP,2013,Urban Energy Efficiency Project,"The project addresses the legal, institutional and financial barriers for increase energy and resource efficiency at the city level via promotion of energy-efficiency measures, including establishment of an Energy Service Company (ESCO).","[{'code': '1', 'name': 'Inclusive Growth'}]",34462,34462,[],['Others'],['Global Environment Fund Truste'],Non-VF,60000
2121,61146,MDA,Asia-Pacific Group,RBAP,2014,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",3483130,3524552,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2122,74153,MDA,Asia-Pacific Group,RBAP,2014,Urban Energy Efficiency Project,"The project addresses the legal, institutional and financial barriers for increase energy and resource efficiency at the city level via promotion of energy-efficiency measures, including establishment of an Energy Service Company (ESCO).","[{'code': '1', 'name': 'Inclusive Growth'}]",25538,25216,[],['Others'],['Global Environment Fund Truste'],Non-VF,60000
2123,79687,MDA,Asia-Pacific Group,RBAP,2014,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",10494,10493,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2124,61146,MDA,Asia-Pacific Group,RBAP,2015,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",2373628,2354904,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2125,79687,MDA,Asia-Pacific Group,RBAP,2015,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",1094167,1091934,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2126,81244,MDA,Asia-Pacific Group,RBAP,2015,GEF6 Sustainable Green Cities PPG,GEF6 Sustainable Green Cities-Multifocal Area PPG,"[{'code': '1', 'name': 'Inclusive Growth'}]",41228,34528,[7],['Others'],['Global Environment Fund Truste'],Non-VF,106700
2127,61146,MDA,Asia-Pacific Group,RBAP,2016,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",3692298,3137352,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2128,79687,MDA,Asia-Pacific Group,RBAP,2016,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",140688,134914,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2129,99822,MDA,Asia-Pacific Group,RBAP,2016,Engagement Facility Project for UNDP Moldova,Support the Government of Moldova to access new facilities funding green climate initiatives.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}, {'code': '3', 'name': 'Basic Services'}]",80000,61120,"[1, 13, 15, 7]","['Others', 'Enhance national prevention and recovery capacities for resilient societies']","['GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,458219
2130,81244,MDA,Asia-Pacific Group,RBAP,2016,GEF6 Sustainable Green Cities PPG,GEF6 Sustainable Green Cities-Multifocal Area PPG,"[{'code': '1', 'name': 'Inclusive Growth'}]",65472,64346,[7],['Others'],['Global Environment Fund Truste'],Non-VF,106700
2131,95782,MDA,Asia-Pacific Group,RBAP,2016,PPG Dniester IWRM,"PPG Dniester IWRM, GEF Regional","[{'code': '1', 'name': 'Inclusive Growth'}]",50000,49209,[7],['Others'],['Global Environment Fund Truste'],Non-VF,50000
2132,61146,MDA,Asia-Pacific Group,RBAP,2017,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",3259765,2730075,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2133,99822,MDA,Asia-Pacific Group,RBAP,2017,Engagement Facility Project for UNDP Moldova,Support the Government of Moldova to access new facilities funding green climate initiatives.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}, {'code': '3', 'name': 'Basic Services'}]",365937,45799,"[1, 13, 15, 7]","['Others', 'Enhance national prevention and recovery capacities for resilient societies']","['GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,458219
2134,79687,MDA,Asia-Pacific Group,RBAP,2017,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",43950,42894,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2135,61146,MDA,Asia-Pacific Group,RBAP,2018,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",2688504,2433554,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
2136,97704,MDA,Asia-Pacific Group,RBAP,2018,Moldova Sustainable Green Cities,"Objective is to catalyze investments in low carbon green urban development by an integrated urban planning approach and by encouraging innovation, participatory planning and partnerships among and between a variety of public and private sector entities.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",242621,195226,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2990756
2137,79687,MDA,Asia-Pacific Group,RBAP,2018,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",137287,-848059,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2138,99822,MDA,Asia-Pacific Group,RBAP,2018,Engagement Facility Project for UNDP Moldova,Support the Government of Moldova to access new facilities funding green climate initiatives.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}, {'code': '3', 'name': 'Basic Services'}]",12282,543,"[1, 13, 15, 7]","['Others', 'Enhance national prevention and recovery capacities for resilient societies']","['GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,458219
2139,97704,MDA,Asia-Pacific Group,RBAP,2019,Moldova Sustainable Green Cities,"Objective is to catalyze investments in low carbon green urban development by an integrated urban planning approach and by encouraging innovation, participatory planning and partnerships among and between a variety of public and private sector entities.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",409426,380196,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2990756
2140,79687,MDA,Asia-Pacific Group,RBAP,2019,Transforming the market for Urban Energy Efficiency,"The project objective is to create a functioning, sustainable and effective ESCO market in Moldova, as the basis for scaling up mitigation efforts in the whole municipal building sector in Moldova.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",0,1524,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1426586
2141,97704,MDA,Asia-Pacific Group,RBAP,2020,Moldova Sustainable Green Cities,"Objective is to catalyze investments in low carbon green urban development by an integrated urban planning approach and by encouraging innovation, participatory planning and partnerships among and between a variety of public and private sector entities.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",923929,706720,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2990756
2142,97704,MDA,Asia-Pacific Group,RBAP,2021,Moldova Sustainable Green Cities,"Objective is to catalyze investments in low carbon green urban development by an integrated urban planning approach and by encouraging innovation, participatory planning and partnerships among and between a variety of public and private sector entities.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",855897,725026,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2990756
2143,142737,MDA,Asia-Pacific Group,RBAP,2022,Energy security: Initiating solutions,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",3253400,580504,[7],['Close the energy gap'],['EUROPEAN COMMISSION'],Non-VF,3253400
2144,97704,MDA,Asia-Pacific Group,RBAP,2022,Moldova Sustainable Green Cities,"Objective is to catalyze investments in low carbon green urban development by an integrated urban planning approach and by encouraging innovation, participatory planning and partnerships among and between a variety of public and private sector entities.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",558883,545836,[7],['Close the energy gap'],"['Global Environment Fund Truste', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2990756
2145,146600,MDA,Asia-Pacific Group,RBAP,2022,Emergency support for agri-producers,"FAO-UNDP Joint Project – Emergency support for agri-producers in the context of socio-economic, climate and energy crisis","[{'code': '18', 'name': 'Accelerate structural transformations'}]",17983,12727,"[1, 13]",['Enhance national prevention and recovery capacities for resilient societies'],['MPTF-Moldova 2030 SDGs Partnership Fund'],Non-VF,17983
2146,147735,MDA,Asia-Pacific Group,RBAP,2022,Implementation of EVF,"Implementation of the Energy Vulnerability Reduction Fund (EVF), with focus on targeted on-bill compensations to energy-vulnerable households",[],2,0,[],['Others'],"['Sweden Ministry for Foreign Affairs', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC']",Non-VF,2
2147,56924,MNG,Asia-Pacific Group,RBAP,2012,Building Energy Efficiency,"Energy Efficiency in New Construction in the Residential and
Commercial Buildings Sector in Mongolia","[{'code': '1', 'name': 'Inclusive Growth'}]",361584,309564,[],['Others'],"['Global Environment Fund Truste', 'GOVERNMENT OF REPUBLIC OF KOREA', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,625629
2148,56924,MNG,Asia-Pacific Group,RBAP,2013,Building Energy Efficiency,"Energy Efficiency in New Construction in the Residential and
Commercial Buildings Sector in Mongolia","[{'code': '1', 'name': 'Inclusive Growth'}]",260595,255591,[],['Others'],"['Global Environment Fund Truste', 'GOVERNMENT OF REPUBLIC OF KOREA', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,625629
2149,56924,MNG,Asia-Pacific Group,RBAP,2014,Building Energy Efficiency,"Energy Efficiency in New Construction in the Residential and
Commercial Buildings Sector in Mongolia","[{'code': '1', 'name': 'Inclusive Growth'}]",3450,3440,[],['Others'],"['Global Environment Fund Truste', 'GOVERNMENT OF REPUBLIC OF KOREA', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,625629
